"Shape_Leng","Shape_Area","Island","WUI_Riskar","Wind_ms","Wind_mph"
0.167597307415,0.000876874550342,"Oahu","Haleiwa",2.17744129583024,4.87093617877224
0.0604276238834,0.00013341454745,"Oahu","Haleiwa North",3.2320910351617,7.23018764565672
0.186508840223,0.00102192004921,"Oahu","Waialua",2.38376022654551,5.33247162678231
0.0709421069493,0.000214143098021,"Oahu","Mokuleia",2.86544530221394,6.41000114105259
0.0666009401359,0.000344841757149,"Oahu","Kunia Camp",3.1550311034376,7.05780457838991
0.07780077481,0.000404067381021,"Oahu","Kunia Loa/Farmlands",2.53584813429759,5.67269227642371
0.0867309911475,0.000453637368112,"Kauai","Kokee",0.639729219178359,1.43107426330199
0.107836352132,0.000574423483286,"Molokai","Kepuhi/Kaluakoi",6.13167581090363,13.7165587889914
0.0876482963794,0.000282925959281,"Molokai","Kaluakoi",5.22796368598938,11.6949547655582
0.0663157915332,0.000340318014032,"Molokai","MaunaLoa",6.10092683615429,13.6477733324771
0.244453250773,0.00237426929914,"Molokai","Hoolehua",5.80055685584482,12.9758456865249
0.0867421855415,0.000471356471092,"Molokai","Naiwa",1.17403243520817,2.62631055756068
0.0967992469929,0.000473695353516,"Molokai","Kalamaula",2.8402309618987,6.3535966617674
0.152768687273,0.000816017700387,"Molokai","Kaunakakai",3.47326155376527,7.7696860957729
0.132101382402,0.000740554988379,"Molokai","Kawela",4.74175656908902,10.6073094450521
0.0591181505304,0.000188414868197,"Molokai","South Kamalo",2.05504205916077,4.59712908634264
0.200095442693,0.000684057518344,"Molokai","South Kamalo/Ulapue",2.15404507604295,4.81859883510807
0.127495487491,0.000388692374763,"Molokai","South Kamalo/Pauwalu",2.76887864114777,6.19398152024756
0.106859008576,0.000781798107423,"Lanai","Lanai City",2.58197775709629,5.7758842426244
0.0627211602195,0.000179306086646,"Lanai","Manele",2.32062301163872,5.19123367703582
0.184954767238,0.000900646058678,"Maui","Honokohua",2.10700567683269,4.71337169907473
0.0712002969634,0.000218285013546,"Maui","Napili",2.97284239364995,6.65024843459494
0.0728476495298,0.000286907234924,"Maui","Kahana",4.20112864867501,9.39792478708599
0.106589219178,0.00039626952273,"Maui","Honokawai",4.19512184399825,9.38448756502408
0.0998310941378,0.000535859795599,"Maui","Kaanapali",3.38212649073712,7.56581695977893
0.103824426967,0.000431279301477,"Maui","Wahikuli",2.93646296943937,6.56886766263587
0.184077763499,0.00102094070377,"Maui","Lahaina",2.61909064327378,5.85890576900344
0.102592728167,0.00067395290631,"Maui","Launiupoko",2.74782873592644,6.14689288226745
0.0563989612658,0.000188461138358,"Maui","Olowalu",2.85521403948466,6.38711380632718
0.0510214046975,9.32071910418e-05,"Maui","Maalaea",6.47755788167318,14.4902969813029
0.327918856891,0.00280756938152,"Maui","Kihei",2.22392192863737,4.97491335436181
0.164380746054,0.000525615944616,"Maui","Makena",1.17800408559428,2.6351951394744
0.0394556469115,9.7418477555e-05,"Maui","Ulupalakua",1.86024790257215,4.16137455805391
0.0526889014361,0.00017219819016,"Maui","Kanaio",2.61237233363349,5.84387691033811
0.0915020137951,0.000391505093723,"Maui","Kipahulu",1.17975569894681,2.63911349854401
0.0877403296896,0.000297743044599,"Maui","Koali",0.739799120827861,1.65493063329193
0.0970203005076,0.000408965881903,"Maui","Makaalae",1.06025413004681,2.37178848891472
0.0614511174496,0.000128280206622,"Maui","Hamoa",1.26801730489189,2.83655471104316
0.158251688174,0.000788650154482,"Maui","Hana",0.603139678607621,1.34922346104525
0.118281781828,0.000687199234173,"Maui","Kaeleku",0.473185919557831,1.05851690205087
0.137160039942,0.000390393733468,"Maui","Upper Nahiku",0.44010586916439,0.98451682932074
0.0644279070997,0.00026043338708,"Maui","Nahiku",0.276628511957824,0.618817981249653
0.0599042637535,0.000210171144578,"Maui","Wailua",0.700633119678859,1.56731628872161
0.0385473979286,8.75089952934e-05,"Hawaii","Puu Waawaa",1.08403612100161,2.4249888026806
0.143359774732,0.00117675133507,"Hawaii","Kohala Estates/Kohala by the sea",2.03784789371241,4.55866573823466
0.0811601681166,0.000409688105812,"Hawaii","Kohala Ranch",3.60656133798453,8.06787771307138
0.0622824785581,0.000220281326529,"Hawaii","Kawaihae Makai",2.33110308987754,5.21467761205605
0.125454902987,0.000706223349037,"Hawaii","Hapuna/Mauna Kea",2.38849664113501,5.34306698621901
0.210652746898,0.00157941335828,"Hawaii","Kawaihae Road Subdivisions",5.51826842315495,12.3443664625976
0.308023343697,0.00380216297114,"Hawaii","Waimea",4.6833105289755,10.4765656533182
0.0582680942524,0.000188512769263,"Hawaii","Waikokoe Road homes",3.1154853134386,6.96934064616215
0.0525792716981,0.000112613774945,"Hawaii","Wailea Bay",2.92918291217402,6.55258217453329
0.11683082483,0.000390075694704,"Hawaii","Puako",1.71046823819005,3.82631744883115
0.131685903954,0.000674687826628,"Hawaii","Mauna Lani",2.4400127859564,5.45830860218447
0.0991266405389,0.000421127743228,"Hawaii","Waikoloa",2.52610517337042,5.65089727282962
0.138176023285,0.00134518215096,"Hawaii","Waikoloa Village",4.19038812599399,9.37389823784855
0.110035610157,0.000603352174222,"Hawaii","Waikii",2.10247317903365,4.70323250149827
0.0856882060696,0.000551810173498,"Hawaii","Puu Anahulu",1.54284974022044,3.45135486887313
0.155729076564,0.000951470103383,"Hawaii","Hualalai/Kukio",1.84192217116719,4.12037989690101
0.24430438076,0.0021451513264,"Hawaii","Kalaoa",0.840125824311211,1.87936146898418
0.239271777894,0.00154296497823,"Hawaii","Kaloko",0.230452408931154,0.515522038778991
0.240061312147,0.00208295349367,"Hawaii","Holualoa",0.245696545905761,0.549623173191187
0.427144125524,0.0039780146977,"Hawaii","Kailua-Kona",0.354496948769703,0.793009674397825
0.188793188704,0.00141449882123,"Hawaii","Keauhou",0.24766630242554,0.554029518525932
0.117310591926,0.000500164553338,"Hawaii","Kainaliu",0.304070762870833,0.680206296542054
0.156570780358,0.00090118189172,"Hawaii","Kealakekua",0.42665381290733,0.954424579473697
0.23511319313,0.00240462261519,"Hawaii","Captain Cook",0.207508870982259,0.464197344387314
0.122345072792,0.000927650803767,"Hawaii","Honaunau",0.141719985293845,0.317027607102332
0.128711905364,0.000754495585184,"Hawaii","Honaunau/Papa",0.185141969417843,0.414162585587714
0.243780438681,0.00179552723093,"Hawaii","Honaunau/Papa South",0.356343997957121,0.797141523430079
0.138860646985,0.000835344843738,"Hawaii","Milolii",0.585635299401151,1.31006616476037
0.20162433481,0.00107307682849,"Hawaii","Honomalino",0.643281171762804,1.43901998123339
0.327683390235,0.00414274479143,"Hawaii","Hawaiian Ocean View Estates",1.59029965240896,3.55750032243884
0.257022855363,0.00208042717729,"Hawaii","Rancho Estates",2.35197633653436,5.26137106482736
0.163809062428,0.000774738157924,"Hawaii","Kiolakaa",1.19285077619553,2.66840718634939
0.0907537573996,0.000394671079859,"Hawaii","South Point Mauka",2.40348745385806,5.37660143428047
0.0628943534572,0.000133594417216,"Hawaii","South Point Makai",4.70661596457164,10.5286999127467
0.153260162941,0.00116651380108,"Hawaii","Discovery Harbor",1.84688625568375,4.13148455396454
0.16153965102,0.00113081106875,"Hawaii","Naalehu",2.91688875056317,6.52508013500982
0.0354062546274,8.20214469471e-05,"Hawaii","Punalulu",1.07707127928734,2.40940845176578
0.0858755231709,0.000565294198387,"Hawaii","Pahala",0.589901001340794,1.31960853999936
0.0622150823871,0.00028837838953,"Hawaii","Wood Valley",0.449432016495201,1.00537942089977
0.115880901058,0.000519012808352,"Hawaii","Opihikau/Pohoiki",0.967942566875322,2.1652875221001
0.0760392188967,0.000404028834434,"Hawaii","Blacksands Subdivisions",0.699354508076794,1.56445603456779
0.129308034326,0.000791403999766,"Hawaii","Kehena",1.10841790875492,2.47953086188476
0.0748449921166,0.000401126357313,"Hawaii","N Kahoe Homestead Rd",1.06519237953809,2.38283535302671
0.39736227684,0.00276621630149,"Hawaii","Leilani Estates/Kaueleau",1.13589619588192,2.54099979018784
0.179824057182,0.000755127702469,"Hawaii","Leilani Estates/Pohoiki Rd",2.22746542572487,4.98284015734653
0.0998172545056,0.000547579152201,"Hawaii","Railroad Ave/Papaya Farms Rd",0.376961514011197,0.843262906843047
0.0803791147021,0.00040100553313,"Hawaii","Waa Waa",0.233556352613064,0.522465560795424
0.126052181956,0.00105334699107,"Hawaii","Nanawale",0.478685087480006,1.07081854069277
0.160825810249,0.00148093578443,"Hawaii","Pahoa",1.13669036201974,2.54277633983816
0.193014217188,0.00152782109401,"Hawaii","Hawaiian Beaches",0.587434841350454,1.31409174010097
0.108508329129,0.000493219575346,"Hawaii","Makuu",1.67507999663866,3.74715395248068
0.152473923687,0.00134020617498,"Hawaii","Ainaloa",0.922739309113507,2.06416783448691
0.278087346179,0.00416395410953,"Hawaii","Paradise Park",0.609447848976107,1.36333483815955
0.469616019631,0.00757088169934,"Hawaii","Kurtistown",0.778925923803829,1.74245729154917
0.453410855514,0.0081624063738,"Hawaii","Mountain View",0.890703700143405,1.9925041772208
0.571980165841,0.00617260577753,"Hawaii","Glenwood",0.567133050344001,1.26867663361953
0.258878927796,0.00244675247143,"Hawaii","Volcano Village",0.83010644131169,1.85694810921425
0.104401544533,0.000695180343253,"Hawaii","Volcano CC",2.24560311587032,5.0234141702019
0.174268596565,0.000825965699764,"Hawaii","Keaau",0.867295684462244,1.94014044614204
0.808424703983,0.0111142336384,"Hawaii","Hilo",0.899127872802582,2.01134905145938
0.154359709275,0.000848156079413,"Hawaii","Wainaku/Kaiwiki Makai",0.923292906626182,2.06540623212277
0.123510721866,0.00084624224318,"Hawaii","Wainaku/Kaiwiki Mauka",0.799459505255205,1.78839091325589
0.217157664582,0.00156766503907,"Hawaii","Papaikou",1.25852578231692,2.81532217504296
0.139824353223,0.00101781539491,"Hawaii","Pepeekeo",1.81348495222628,4.05676583813019
0.201259446462,0.00181423810218,"Hawaii","Honomu",1.98662079636907,4.4440707214776
0.154686258375,0.00118365182811,"Hawaii","Hakalau",1.78421213375355,3.9912825432067
0.0639571576354,0.000257827491824,"Hawaii","Kamaee Rd",0.886729302505652,1.98361344970514
0.0991352368024,0.000412581225381,"Hawaii","Umauma",2.66348452734597,5.95821488767293
0.187748829064,0.00116025307871,"Hawaii","Ninole",2.36718078153055,5.29538340828385
0.191586290376,0.00172140517061,"Hawaii","Laupahoehoe",3.41027798574973,7.62879185412214
0.089736740524,0.00037261781373,"Hawaii","Waipunalei",2.89883751807542,6.48469952793471
0.0696138491052,0.000298271073431,"Hawaii","Ookala",3.06544963642955,6.8574108366929
0.130498863492,0.000834903961865,"Hawaii","Paauilo",1.9704699662507,4.40794131450282
0.272899477676,0.00202615324472,"Hawaii","Paauilo/Kaumoali Gulch",2.53531694233418,5.67150400000155
0.162103478117,0.000932390173563,"Hawaii","Kalopa",2.84272849698861,6.35918364776353
0.0900255732425,0.000412471409598,"Hawaii","Paauhau",2.72659634787303,6.09939603019196
0.153828024664,0.00133130551297,"Hawaii","Ahualoa",1.72386561626586,3.85628738358673
0.185944372249,0.00132330480318,"Hawaii","Honokaa",1.82371335191968,4.07964676824434
0.0755896327472,0.000411205713282,"Hawaii","Kapulena",0.689800618764232,1.54308398417559
0.0939258831124,0.000504841187287,"Hawaii","Kukuihaele",2.12164177808417,4.74611265757429
0.230284453683,0.00158154613821,"Hawaii","Kapaau",2.11814623600712,4.73829312994793
0.297617792734,0.00296513798942,"Hawaii","Hawi",4.60452535753197,10.300323224799
0.061975541591,0.000240422992756,"Maui","Kailua",0.863567740329214,1.93180103511645
0.13328431548,0.000585662004843,"Maui","Huelo",1.71112196497163,3.82777983564154
0.401097661783,0.00517333307053,"Maui","Haiku",2.39910767847992,5.36680387675959
0.120852744291,0.00086225968066,"Maui","Hailiimaile",4.54834340893439,10.1746442057862
0.101224458768,0.000593942835973,"Maui","Makawao",3.79121660316984,8.48095154129093
0.17201098678,0.000809132998142,"Maui","Piiholo",1.79684204883932,4.01953566325356
0.155844121216,0.000851447710665,"Maui","Olinda",2.40135113516932,5.37182248937377
0.120970185,0.000845583533166,"Maui","Pukalani",3.54609450488023,7.93261340741708
0.092846459424,0.000468572089737,"Maui","Kula 200",2.61608968675137,5.85219262926281
0.257180570982,0.00231156909946,"Maui","Waiakoa",2.53544273416255,5.67178539632163
0.165028363099,0.00113775031377,"Maui","Lower Kula",1.75975161625279,3.9365643655575
0.172741705193,0.00103180040486,"Maui","Upper Kula",1.33527004978422,2.9869991013673
0.176572867555,0.00159606777544,"Maui","Wahikuli-Keokeo Homesteads",1.2299011956871,2.75128897475205
0.100286415544,0.00049348893808,"Maui","Kula Hawaiian Homesteads",1.41994778152842,3.17642318727907
0.058360793804,0.000183484346,"Maui","Kuau",5.61114830600804,12.55213876054
0.0984777990306,0.000544187048522,"Maui","Paia",5.23004771498117,11.6996167384129
0.104018323538,0.000411640534911,"Maui","Spreckelsville",4.62193639839397,10.3392717232073
0.183789821245,0.0015728535697,"Maui","Kahului",3.88782388042836,8.69706202051824
0.1737913529,0.00108063440082,"Maui","Wailuku",2.11096214199032,4.72222231163234
0.102840164045,0.000624118559272,"Maui","Waikapu",4.16257322879182,9.3116763128073
0.0891329509352,0.00044709563341,"Maui","Wailuku Heights",1.79282402404597,4.01054734179084
0.0564465282006,0.000142700194667,"Maui","Waiehu",2.10923405587673,4.71835658299625
0.084871239032,0.000439999849105,"Maui","Waiehu Camp",0.636445855064427,1.42372937777912
0.0634574260811,0.000170017506234,"Maui","Waihee",2.49158211823167,5.57366919848426
0.112615438245,0.000542203721981,"Maui","Camp Maluhia",1.03267102946781,2.3100850929195
0.13058360429,0.000784751790904,"Maui","Waiolai Gulch/Kahakuloa",2.64064809417725,5.9071297866745
0.0663564791547,0.000225498458377,"Maui","Kahakuloa",3.08285734689597,6.89635188500628
