"Shape_Leng","Shape_Area","Island","WUI_Riskar","grass_mean","grass_median","pct_dom_grass"
0.0819870973793,0.000357567699383,"Oahu","Hauula",0.777078904777505,0.860462722381646,86.1099796334012
0.167581969192,0.000725431994816,"Oahu","Laie",0.821836312188435,0.917529688054295,89.1995558695872
0.0972323560245,0.000524278705785,"Oahu","Kahuku",0.761664688392421,0.815012032369281,84.9680466796332
0.0566561450989,0.000233299537817,"Oahu","Kahuku/Marconi",0.784809800784677,0.845935164110184,87.8787878787879
0.122515224818,0.000378674662565,"Oahu","Kawela",0.765179016868953,0.833360316964512,85.1651535638401
0.108590943143,0.000477705184228,"Oahu","Sunset Beach",0.539648177135099,0.527819639709713,51.915153364871
0.125844768556,0.000823521348249,"Oahu","Pupukea",0.562915889514562,0.555741562166487,55.2554937781308
0.156315145026,0.000609518469511,"Oahu","Waimea",0.679844078339977,0.724150549068111,73.8928017189925
0.167597307415,0.000876874550342,"Oahu","Haleiwa",0.797199954545031,0.845629996167399,91.5995683572674
0.0604276238834,0.00013341454745,"Oahu","Haleiwa North",0.886293618038464,0.93883534518762,98.0424143556281
0.186508840223,0.00102192004921,"Oahu","Waialua",0.803100738608559,0.846386307452339,92.4364361512713
0.0709421069493,0.000214143098021,"Oahu","Mokuleia",0.839229625761897,0.958677074537381,90.4016337644656
0.0666009401359,0.000344841757149,"Oahu","Kunia Camp",0.906073603250642,0.960196390441449,98.2300884955752
0.07780077481,0.000404067381021,"Oahu","Kunia Loa/Farmlands",0.898972028529961,0.938914271059824,98.9766606822262
0.0867309911475,0.000453637368112,"Kauai","Kokee",0.282705029637952,0.256950092124329,13.40371081254
0.107836352132,0.000574423483286,"Molokai","Kepuhi/Kaluakoi",0.765825164374575,0.820450624958472,88.4683544303797
0.0876482963794,0.000282925959281,"Molokai","Kaluakoi",0.643114832676238,0.630631775987026,68.8366013071895
0.0663157915332,0.000340318014032,"Molokai","MaunaLoa",0.771244669922384,0.786186543273237,93.9897698209719
0.244453250773,0.00237426929914,"Molokai","Hoolehua",0.853006895856406,0.914641542260261,96.3637476661259
0.0867421855415,0.000471356471092,"Molokai","Naiwa",0.571784680173087,0.57874958003772,64.7022618864441
0.0967992469929,0.000473695353516,"Molokai","Kalamaula",0.8033706285811,0.962342957610473,81.0611869345192
0.152768687273,0.000816017700387,"Molokai","Kaunakakai",0.862506959237246,0.954576250890425,90.8912655971479
0.132101382402,0.000740554988379,"Molokai","Kawela",0.782625443735632,0.83400701081284,87.5257428655487
0.0591181505304,0.000188414868197,"Molokai","South Kamalo",0.5930851209942,0.569085176128782,63.0142252979623
0.200095442693,0.000684057518344,"Molokai","South Kamalo/Ulapue",0.709428090327907,0.745552724665153,86.877587854337
0.127495487491,0.000388692374763,"Molokai","South Kamalo/Pauwalu",0.760864206498459,0.777769961815367,92.1455223880597
0.106859008576,0.000781798107423,"Lanai","Lanai City",0.705160848210717,0.745271649543426,80.9523809523809
0.0627211602195,0.000179306086646,"Lanai","Manele",0.734420535522459,0.761387175045216,81.3586736756975
0.184954767238,0.000900646058678,"Maui","Honokohua",0.70183012117779,0.712296809066564,76.9435914013254
0.0712002969634,0.000218285013546,"Maui","Napili",0.701961177595424,0.724655244750503,85.8854860186418
0.0728476495298,0.000286907234924,"Maui","Kahana",0.76901478779492,0.843719880581169,86.4419665484034
0.106589219178,0.00039626952273,"Maui","Honokawai",0.779046265435478,0.86743812391535,86.6936970143752
0.0998310941378,0.000535859795599,"Maui","Kaanapali",0.850548817909145,0.947196983856198,91.7391304347826
0.103824426967,0.000431279301477,"Maui","Wahikuli",0.848883683762195,0.917097356664951,93.5849695328368
0.184077763499,0.00102094070377,"Maui","Lahaina",0.862556070246128,0.923593186523695,94.877996727609
0.102592728167,0.00067395290631,"Maui","Launiupoko",0.852692767016039,0.911639127107824,95.0943396226415
0.0563989612658,0.000188461138358,"Maui","Olowalu",0.874199885935508,0.960122742143741,95.3461538461539
